과제번호,질환,질환_en,표적,모달리티,모달리티_대분류,개발단계,개발단계_en,보유기관,적응증,과제명,현재상태,성공가능성_pct,성공가능성_근거
RS-2022-00166446,종양,Oncology,CHI3L1,Antibody,바이오/첨단,발굴,Discovery,세네릭스,NSCLC,종양관련대식세포(TAM) 억제 기전의 신규 면역항암제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00166310,종양,Oncology,EGFR,rProtein,바이오/첨단,발굴,Discovery,프로엔테라퓨틱스,Solid Tumor (EGFR overexpression),EGFR 과발현 암세포 특이적 높은 선택성을 가지는 리피바디-약물 접합체 대장암 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00166286,종양,Oncology,19S RP UCHL5,Small molecules,합성/저분자,발굴,Discovery,한국생명공학연구원,Multiple Myeloma,재발성 및 불응성 다발성골수종 치료를 위한 19S RP UCHL5 저해 유효/선도화합물 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00166270,종양,Oncology,CD25,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,주식회사압타머사이언스,Solid Tumor,CD25 표적 압타머-약물 접합체를 이용한 조절 T 세포 선택적 억제/사멸 기전의 면역항암제용 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00166088,종양,Oncology,Endoglin,Cell therapies,바이오/첨단,발굴,Discovery,한국과학기술연구원,Relapsed and Refractory Pancreatic cancer,면역 친화적 미세환경 유도용 first-in-class 엔도글린 표적 CAR-NK 기술 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00166068,종양,Oncology,TREM2,Antibody,바이오/첨단,발굴,Discovery,(주)에임드바이오,Solid Tumor,종양연관대식세포의 TREM2를 타겟하는 면역항암 항체치료제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00165973,종양,Oncology,PIP5K1α,Small molecules,합성/저분자,발굴,Discovery,티에스디라이프사이언스,Prostate cancer,거세저항성전립선암 치료를 위한 PIP5K1a 저해제 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00165566,종양,Oncology,HPK1/MLK3,Small molecules,합성/저분자,발굴,Discovery,주식회사 엠디바이오랩,"Brain cancer, Lung cancer",HPK1/ MLK3 이중 저해제를 통한 MLK3 특이적 고형암 면역활성 치료제 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00165544,종양,Oncology,GCN2,Small molecules,합성/저분자,발굴,Discovery,퍼스트바이오테라퓨틱스,Colorectal cancer,면역항암제 개발을 위한 면역 대사 조절 인자 GCN2 억제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0694,종양,Oncology,TTK,Small molecules,합성/저분자,발굴,Discovery,한국화학연구원,TNBC,TTK 인산화를 저해하는 삼중음성유방암 표적치료제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0585,종양,Oncology,Nucleolin,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,인터올리고 주식회사,TNBC,삼중음성 유방암(TNBC) 종양 절제 후 국소 종양 재발 방지 및 전이 근절을 위한 이식형 항암제의개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0554,종양,Oncology,retinoid,rProtein,바이오/첨단,발굴,Discovery,(주)세네릭스,Solid tumor,성상세포 활성화 억제 기전의 난치성 고형암 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0244,종양,Oncology,ULK1,Small molecules,합성/저분자,발굴,Discovery,㈜티씨노바이오사이언스,"Colorectal cancer, Lung cancer, Pancreatic cancer",RAS 변이암 치료제 ULK1 저해제 탐색 및 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0173,종양,Oncology,MASTL,Small molecules,합성/저분자,발굴,Discovery,한국원자력의학원,Breast Cancer,MASTL표적 삼중음성유방암 혁신형 신약 선도물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0033,종양,Oncology,G9a,Small molecules,합성/저분자,발굴,Discovery,서울아산병원,Solid Tumor,난치성 고형암에서 종양을 억제하고 항암 면역을 증진시키는 저분자 화합물 G9a 억제제 선도물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1351,종양,Oncology,DDOST,Antibody,바이오/첨단,발굴,Discovery,한양대학교 산학협력단,Lung cancer,DDOST 단백질을 타겟팅하는 폐암치료용 인간화항체의 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1214,종양,Oncology,PTK7,Antibody,바이오/첨단,발굴,Discovery,연세대학교 산학협력단,"Esophageal squamous cell carcinoma, TNBC, PTK7 expression cancer",PTK7 중화 인간화 항체를 이용한 PTK7 기능 저해 기전의 식도암과 유방암 치료제의 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1082,종양,Oncology,DLL3,Antibody,바이오/첨단,발굴,Discovery,(주)인투셀,Rare cancer,소세포 폐암 치료제용 DLL3 ADC 선도물질 발굴,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1078,종양,Oncology,p53 or USE1,Small molecules,합성/저분자,발굴,Discovery,한국화학연구원,Lung cancer,유비퀴틴화를 조절하는 저분자 화합물을 이용한 p53 종양억제기전의 폐암치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0954,종양,Oncology,HMGCLL1,Small molecules,합성/저분자,발굴,Discovery,삼성서울병원,"AML, CML",HMGCLL1을 타겟으로 저분자 화합물을 이용한 Cell cycle 억제 기전의 CML 질환 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0952,종양,Oncology,HDAC6/8,Small molecules,합성/저분자,발굴,Discovery,숙명여자대학교 산학협력단,TNBC,HDAC6/8 이중저해활성 저분자화합물을 이용한 삼중음성유방암 치료제 개발의 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0349,종양,Oncology,Cathepsin B,Others-Synth.,합성/저분자,발굴,Discovery,이화여자대학교,"Colerectal cancer, Breast cancer, Ovarian cancer, Pancreatic cancer",약물내성 극복을 위한 암세포 선택적 독소루비신 전구체 (SMAC-XRRX-DOX) 리포좀 제형 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0117,종양,Oncology,CD5,Cell therapies,바이오/첨단,발굴,Discovery,한국생명공학연구원,Blood Cancer,난치성 T세포 혈액암종을 타겟하는 CD5 CAR-NK의 선도치료제 도출 및 최적화,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1323,종양,Oncology,NSN-001,Antibody,바이오/첨단,발굴,Discovery,주식회사 넥스아이,Lung cancer,면역관문억제제 불응성 인자를 타겟하는 항체를 이용한 전이성 비소세포폐암 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1210,종양,Oncology,USP21,Small molecules,합성/저분자,발굴,Discovery,대구경북첨단의료산업진흥재단,Colerectal cancer,USP21을 타겟 하는 전이 억제 항암선도물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1201,종양,Oncology,TRIB2,Small molecules,합성/저분자,발굴,Discovery,주식회사 젠센,Breast cancer,삼중음성 유방암 치료제 개발을 위한 TRIB2저해제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1180,종양,Oncology,GLS1,Small molecules,합성/저분자,발굴,Discovery,한국화학연구원,Solid Tumor,GLS1 타겟의 저분자 화합물을 이용한 알로스테릭 기전의 항암 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1099,종양,Oncology,"IL-21, PD-1",rProtein,바이오/첨단,발굴,Discovery,바이오엔시스템스주식회사,Cancer,면역억제제와 사이토카인이 융합된 지속형 면역사이토카인 항암 후보물질의 유효성 및 안전성 확보,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0985,종양,Oncology,"PD-L1, CD3",Antibody,바이오/첨단,발굴,Discovery,머스트바이오 주식회사,Solid Tumor,신규 이중항체 기반기술을 적용한 효력과 안전성이 최적화된 PD-L1 x CD3 타겟의 면역항암제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0965,종양,Oncology,EGFR mutation,TPD,표적단백질분해(TPD),발굴,Discovery,주식회사 사이러스테라퓨틱스,NSCLC,단일 혹은 다중 변이 EGFR 비소세포폐암 치료제 개발을 위한 표적단백질 분해 기전의 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0960,종양,Oncology,"TGFβ1, HSP27",Gene & Nucleic acids,바이오/첨단,발굴,Discovery,연세대학교 산학협력단,"Pancreatic cancer, Liver cancer",종양타겟팅과 바이러스복제능 동반 향상시킨 암용해바이러스/중배엽줄기세포 복합체로 췌장암과 간암에서의 종양이질성 및 항암제 내성 극복가능한 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0935,종양,Oncology,EpCAM,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,주식회사 젠셀메드,Ovary cancer,말기 난소암 극복을 위한 헤르페스바이러스 기반 면역항암 치료제 선도물질 도출연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0048,종양,Oncology,FAF1,Other-Bio.,바이오/첨단,발굴,Discovery,충남대학교 산학협력단,"Pancreatic cancer, Liver cancer",다중기능 종양억제인자/엑소좀 진정 카고인 FAF1 탑재 엑소좀의 항암 선도물질 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25454944,종양,Oncology,PRDX2,Small molecules,합성/저분자,발굴,Discovery,바스테라 주식회사,TNBC,PRDX2 발현이 억제된 삼중음성유방암 환자의 맞춤 치료를 위한 혁신 항암 신약 후보물질 발굴,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25454797,종양,Oncology,Melanin,RPT,바이오/첨단,발굴,Discovery,씨앤큐어,Melanoma,전이성 악성흑색종 표적치료 방사성의약품 개발을 위한 최적화 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25454767,종양,Oncology,NAMPT,Antibody,바이오/첨단,발굴,Discovery,삼진제약(주),Solid tumor,기존 HER2-ADC 한계를 극복하는 NAMPT 저해제 페이로드 기반 차세대 ADC 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25450363,종양,Oncology,FLT3,TPD,표적단백질분해(TPD),발굴,Discovery,매직불릿테라퓨틱스,Acute myeloid leukemia (AML),약제내성 FLT3 돌연변이 표적 단백질 분해제의 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25445446,종양,Oncology,***,Antibody,바이오/첨단,발굴,Discovery,부스트이뮨,HCC & SCLC,신규 타겟 ****을 표적으로 하는 고형암 치료제 ADC 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25444576,종양,Oncology,hTERT,rProtein,바이오/첨단,발굴,Discovery,(주)포스백스,Pancreatic Cancer and Prevention of Its Metastasis,VLP-펩타이드 기반 췌장암 면역백신 후보물질의 비임상 진입 기반 구축,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25444435,종양,Oncology,GSPT1,TPD,표적단백질분해(TPD),발굴,Discovery,프로티어바이오텍,Multiple myeloma Lung cancer Prostate cancer,분자접착제 기반 GSPT1 분해제를 이용한 항암 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25444331,종양,Oncology,CTHRC1,Antibody,바이오/첨단,발굴,Discovery,프레스티지바이오파마아이디씨 주식회사,TNBC,CTHRC1 표적 항체를 이용한 삼중음성유방암 치료제에 대한 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02223684,종양,Oncology,ALCAM (CD166),Gene & Nucleic acids,바이오/첨단,발굴,Discovery,하이셀텍,Ovarian cancer,,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02223464,종양,Oncology,EGFR,rProtein,바이오/첨단,발굴,Discovery,프로엔테라퓨틱스,Colon cancer,전이성(말기) 대장암 치료용 EGFR 타겟 ADC 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02223296,종양,Oncology,"CD3, CEACAM5",Antibody,바이오/첨단,발굴,Discovery,주식회사 다안바이오테라퓨틱스,Solid cancer,고형암 TME에서 조건적으로 활성화될 수 있는 Probody CD3xCEACAM5 T cell engager 전임상 후보물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02223126,종양,Oncology,USP1,Small molecules,합성/저분자,발굴,Discovery,현대약품(주),"TNBC, Ovarian cancer (BRCA mut)",USP1을 선택적으로 저해하는 신규 저분자 항암제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213745,종양,Oncology,cMET,Small molecules,합성/저분자,발굴,Discovery,주식회사씨엠지제약,NSCLC,1세대 c-MET 저해제 획득내성 극복을 위한 2세대 c-MET 저해제 개발 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213626,종양,Oncology,Type I interferon,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,주식회사 엔에이백신연구소,Solid cancer,새로운 삼중음성유방암 신보조 항암 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213433,종양,Oncology,USP1,Small molecules,합성/저분자,발굴,Discovery,아벨로스테라퓨틱스 주식회사,"HRD (+) cancer (TNBC, Ovarian cancer), HRP solid cancer (NSCLC)",USP1의 선택적 저해제인 AD0126의 비임상 연구 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
