과제번호,source,신약구분,질환,표적,모달리티_대분류,모달리티,개발단계,보유기관,적응증,약물,현재상태,시작일,1차완료예정,등록목표,성공가능성_pct,성공가능성_근거,과제명
NCT06997627,ClinicalTrials.gov,신약(후보물질),기타,,바이오/첨단,바이오/첨단,임상2상,GC Biopharma Corp,Tetanus-diphtheria-acellular Pertussis (Tdap),GC3111B; Boostrix®,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),A Phase I/II Study to Evaluate the Safety and Immunogenicity of GC3111B in Healthy Adults
NCT05824975,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,"GI Innovation, Inc.",Advanced Solid Tumor; Metastatic Solid Tumor; Soft Tissue Sarcoma (STS); Platinu,GI-102 subcutaneous (SC); GI-102; doxorubicin; paclitaxel; bevacizumab; eribulin,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),"A Study to Evaluate the Safety and Therapeutic Activity of GI-102 As a Single Agent and in Combination with Conventional Anti-cancer Drugs, Pembrolizumab or Trastuzumab Deruxtecan(T-DXd) in Patients with Advanced Solid Tumors (KEYNOTE-G08)"
NCT06293651,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,"Dong-A ST Co., Ltd.",Locally Advanced or Metastatic Solid Tumors,DA-4505; DA-4505 + Pembrolizumab,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),"Clinical Trial to Investigate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of DA-4505 as a Single Agent and in Combination With Pembrolizumab in Adult Patients With Locally Advanced or Metastatic Solid Tumors"
NCT06647550,ClinicalTrials.gov,신약(후보물질),대사,,합성/저분자,합성/저분자,임상2상,Hyundai Pharm,Type 2 Diabetes Mellitus (T2DM),HD-6277 100mg; HD-6277 50mg; HD-6277 25mg; Placebo,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),To Assess the Efficacy and Safety of HD-6277 in Adult Patients With Inadequate Control of Type 2 Diabetes Mellitus by Diet and Exercise
NCT07013279,ClinicalTrials.gov,톡신·미용,기타,,바이오/첨단,바이오/첨단,임상3상,Daewoong Pharmaceutical Co. LTD.,Glabellar Lines,DWP712 inj.; Botox® 100 Units,개시예정,2025-07-15,2025-12-31,324,49.6,BIO 2016 (임상3상→승인 49.6%),Evaluate the Efficacy and Safety of DWP712 With Moderate to Severe Glabellar Lines
NCT06858397,ClinicalTrials.gov,개량신약·복합제,기타,,합성/저분자,합성/저분자,임상2상,GC Biopharma Corp,Fabry Disesase,HM15421/GC1134A,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),A proof-of Concept Study to Assess Safety and Tolerability of HM15421/GC1134A in Patients With Fabry Disease
NCT05993325,ClinicalTrials.gov,백신·혈액제제,기타,,바이오/첨단,바이오/첨단,임상3상,"Cellid Co., Ltd.",COVID-19; Vaccines,AdCLD-CoV19-1 OMI; Comirnaty Bivalent 0.1mg/mL (tozinameran and riltozinameran),진행중(모집완료),2023-11-27,2025-03,4000,49.6,BIO 2016 (임상3상→승인 49.6%),Immunogenicity and Safety of AdCLD-CoV19-1 OMI As a Booster: a COVID-19 Preventive Vaccine in Healthy Volunteers
NCT05686759,ClinicalTrials.gov,백신·혈액제제,소화기,,바이오/첨단,바이오/첨단,임상3상,GC Biopharma Corp,Hepatitis B,Undiluted I.V.-Hepabig inj(GC5103); Diluted I.V.-Hepabig inj(GC5103),모집중,2023-04-13,2026-06-30,105,49.6,BIO 2016 (임상3상→승인 49.6%),A Study to Investigate the Safety and Efficacy of Undiluted Intravenous Infusion of I.V.-Hepabig Inj.
NCT06174779,ClinicalTrials.gov,신약(후보물질),대사,,합성/저분자,합성/저분자,임상3상,Hanmi Pharmaceutical Company Limited,Obesity,HM11260C; Placebo,진행중(모집완료),2024-01-03,2025-12-31,420,49.6,BIO 2016 (임상3상→승인 49.6%),A Study to Evaluate Efficacy and Safety of HM11260C in Adult Obesity Patients Without Diabetes Mellitus
NCT07239440,ClinicalTrials.gov,개량신약·복합제,대사,,합성/저분자,합성/저분자,임상2상,"Dong-A ST Co., Ltd.",Diabete Mellitus,DA-2811; DA-2811-C,개시예정,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Clinical Trial to Evaluate the Efficacy and Safety of DA-2811 When Added to Ongoing BT-1 and BT-2 Combination Therapy in Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control
NCT06826872,ClinicalTrials.gov,세포치료제,심혈관,,합성/저분자,합성/저분자,임상2상,Shin Poong Pharmaceutical Co. Ltd.,"Hypertension, Essential; Cardiovascular Diseases; Cardiology",SPC 1001 Mid2; SPC 2002; SPC 2003; SPC 2004,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Efficacy and Safety of SPC1001 in Patients With Essential Hypertension
NCT05541822,ClinicalTrials.gov,신약(후보물질),종양,,합성/저분자,합성/저분자,임상2상,Abion Inc,Advanced Solid Tumors,Vabametkib; Lazertinib,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),"To Evaluate the Efficacy, Safety, Tolerability and Pharmacokinetic Profile of ABN401 in Patients With Advanced Solid Tumors Harboring c-MET Dysregulation"
NCT04414163,ClinicalTrials.gov,세포치료제,종양,,합성/저분자,합성/저분자,임상2상,ImmuneOncia Therapeutics Inc.,"Extranodal NK/T-cell Lymphoma, Nasal Type; Extranodal NK/T-cell Lymphoma",IMC-001,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),"A Study of IMC-001 in Subjects With Relapsed or Refractory Extranodal NK/T Cell Lymphoma, Nasal Type"
NCT04977453,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,"GI Innovation, Inc.",Advanced Solid Tumor; Metastatic Solid Tumor; Cervical Cancer; Urothelial Carcin,GI-101; Pembrolizumab (KEYTRUDA®); Lenvatinib; GI-101A,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),GI-101/GI-101A as a Single Agent or in Combination With Pembrolizumab or Lenvatinib in Advanced Solid Tumors
NCT07364422,ClinicalTrials.gov,신약(후보물질),종양,,합성/저분자,합성/저분자,임상2상,Onconic Therapeutics Inc.,Gastric Cancer (GC),JPI-547; Irinotecan (drug),개시예정,,,,15.2,BIO 2016 (임상2상→승인 15.2%),To Evaluate the Safety and Tolerability of Study Drug as a Third-line and Beyond Therapy for Recurrent or Metastatic Gastric Cancer
NCT06873763,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,"STCube, Inc.",Metastatic Colorectal Cancer (CRC); Recurrent Colorectal Cancer,Nelmastobart 800 mg+Trifluridine/Tipiracil+ Bevacizumab,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Nelmastobart in Combination With Trifluridine/ Tipiracil and Bevacizumab in Metastatic/ Recurrent Colorectal Cancer
NCT04612465,ClinicalTrials.gov,세포치료제,면역,,바이오/첨단,바이오/첨단,임상3상,"Anterogen Co., Ltd.",Crohn's Fistula,ASC; Fibringlue,진행중(모집완료),2020-01-09,2025-04-08,46,49.6,BIO 2016 (임상3상→승인 49.6%),Clinical Study to Evaluate Efficacy and Safety of ASC and Fibringlue or Fibringlue in Patients With Crohn's Fistula
NCT05394103,ClinicalTrials.gov,신약(후보물질),종양,,바이오/첨단,바이오/첨단,임상2상,"Qurient Co., Ltd.",Advanced Cancer; Metastatic Cancer,Q901; KEYTRUDA® (pembrolizumab),모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Highly Selective CDK7 Inhibitor Q901 in Selected Advanced Solid Tumors
NCT07064525,ClinicalTrials.gov,신약(후보물질),대사,,합성/저분자,합성/저분자,임상2상,Shin Poong Pharmaceutical Co. Ltd.,Hypertension (HTN); NYHA Class III Heart Failure; NYHA Class IV Heart Failure; D,SPC1001 Low; SPC5002; SPC5003; SPC5004,초청모집,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Evaluate the Efficacy and Safety of SPC1001 Low in Patients With Essential Hypertension
NCT07168473,ClinicalTrials.gov,신약(후보물질),면역,,합성/저분자,합성/저분자,임상3상,"Daewon Pharmaceutical Co., Ltd.",Perennial Allergic Rhinitis Accompanied by Asthma,Experimental; Comparator,모집중,2024-09-09,2026-08-31,274,49.6,BIO 2016 (임상3상→승인 49.6%),Study to Evaluate the Efficacy and Safety of DW1807 in Perennial Allergic Rhinitis Patients With Asthma
NCT06821945,ClinicalTrials.gov,신약(후보물질),신경,,합성/저분자,합성/저분자,임상2상,"Boryung Pharmaceutical Co., Ltd",Schizophrenia,BR5402A; BR5402A-1; BR5402B; BR5402B-1; BR5402C; BR5402C-1; BR5402D; BR5402D-1,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),A Clinical Trial to Evaluate the Safety and Efficacy of Olanzapine Titration Schedule in Patients With Schizophrenia
NCT06024499,ClinicalTrials.gov,신약(후보물질),면역,,합성/저분자,합성/저분자,임상2상,Shaperon,Atopic Dermatitis; Atopic Dermatitis Eczema; Atopic Dermatitis of Scalp,HY209GEL Active,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),Phase 2 Trial of HY209gel in Atopic Dermatitis Patients
NCT07379333,ClinicalTrials.gov,신약(후보물질),대사,,합성/저분자,합성/저분자,임상3상,Hanmi Pharmaceutical Company Limited,Type 2 Diabetes,HM11260C; Placebo,모집중,2026-04-13,2027-11,118,49.6,BIO 2016 (임상3상→승인 49.6%),A Study to Evaluate Efficacy and Safety of HM11260C in Patients With Type 2 Diabetes Mellitus Inadequately Controlled With Metformin and Dapagliflozin
NCT04775706,ClinicalTrials.gov,신약(후보물질),소화기,,합성/저분자,합성/저분자,임상2상,Hanmi Pharmaceutical Company Limited,Short Bowel Syndrome,HM15912 Active; Placebo,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),"Phase 2 Study to Assess the Safety, PK, and PD of Sonefpeglutide (HM15912) in SBS-IF Subjects"
NCT05918211,ClinicalTrials.gov,신약(후보물질),심혈관,,합성/저분자,합성/저분자,임상3상,Mezzion Pharma Co. Ltd,Single Ventricle Heart Disease,Udenafil; Placebo,모집중,2023-10-30,2025-10-28,436,49.6,BIO 2016 (임상3상→승인 49.6%),Fontan Udenafil Exercise Longitudinal Assessment Trial - 2
NCT04381689,ClinicalTrials.gov,백신·혈액제제,기타,,바이오/첨단,바이오/첨단,임상3상,"Il-Yang Pharm. Co., Ltd.",Healthy,IL-YANG FLU Vaccine Prefilled Syringe INJ.; Fluarix Tetra Pre-filled Syringe,진행중(모집완료),2024-10-23,2025-05-20,245,49.6,BIO 2016 (임상3상→승인 49.6%),Phase 3 Study to Evaluate the Immunogenicity and Safety of Inactived Split Influenza Vaccine in Healthy Korea Infants
NCT06365840,ClinicalTrials.gov,신약(후보물질),종양,,합성/저분자,합성/저분자,임상2상,ImmuneOncia Therapeutics Inc.,TMB-H; Histologically or Cytologically Proven Metastatic or Locally Advanced Sol,IMC-001,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),A Study of IMC-001 In Patients With Metastatic Or Locally Advanced TMB-H Solid Tumor
NCT05257993,ClinicalTrials.gov,개량신약·복합제,종양,,합성/저분자,합성/저분자,임상2상,Onconic Therapeutics Inc.,Pancreatic Ductal Adenocarcinoma,JPI-547; modified FOLFIRINOX; Gemcitabine-nab-paclitaxel,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),"Study to Assess the Safety, Tolerability of JPI-547 in Combination With Modified FOLFIRINOX or Gemcitabine-nab-paclitaxel in Patients With Locally Advanced and Metastatic Pancreatic Cancer"
NCT05523947,ClinicalTrials.gov,신약(후보물질),종양,,합성/저분자,합성/저분자,임상2상,Yuhan Corporation,HER2-Positive Solid Tumor,YH32367,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Clinical Trial of YH32367 in Patients With HER2 Positive Locally Advanced or Metastatic Solid Tumor
NCT06643819,ClinicalTrials.gov,개량신약·복합제,심혈관,,합성/저분자,합성/저분자,임상3상,Chong Kun Dang Pharmaceutical,Essential Hypertension,Sacubitril∙Valsartan(dose maintenance); Sacubitril∙Valsartan(dose increasing); V,모집중,2024-10-14,2026-03-31,324,49.6,BIO 2016 (임상3상→승인 49.6%),Phase 3 Trial to Evaluate the Efficacy and Safety of CKD-202A
NCT07656688,ClinicalTrials.gov,신약(후보물질),안과,,합성/저분자,합성/저분자,임상2상,"Huons Co., Ltd.",Dry Eye Disease (DED),HUC1-394; Placebo,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Dose-Finding Study of HUC1-394 in Participants With Dry Eye Disease
NCT06205797,ClinicalTrials.gov,톡신·미용,기타,,합성/저분자,합성/저분자,임상3상,Huons Biopharma,Glabellar Lines,HU-045; Xeomin®,모집중,2024-06-20,2024-11-30,312,49.6,BIO 2016 (임상3상→승인 49.6%),To Evaluate HU-045 in the Treatment of Glabellar Lines(Phase III)
NCT05438420,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,"Qurient Co., Ltd.",Esophageal Cancer; Gastric Cancer; Hepatocellular Cancer; Cervical Cancer,Q702; Pembrolizumab,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),Oral Axl/Mer/CSF1R Selective Tyrosine Kinase Inhibitor Q702 in Combination With Pembrolizumab in Patients With Selected Advanced Solid Tumors
NCT05475184,ClinicalTrials.gov,신약(후보물질),종양,,합성/저분자,합성/저분자,임상2상,Onconic Therapeutics Inc.,Ovarian Cancer,JPI-547,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),"A Study to Evaluate the Efficacy and Safety of JPI-547 in Platinum-resistant, Advanced/Relapsed Ovarian Cancer Subjects Previously Treated With a PARP Inhibitor"
NCT05841472,ClinicalTrials.gov,세포치료제,종양,,바이오/첨단,바이오/첨단,임상2상,"CrystalGenomics, Inc.",Non Squamous Non Small Cell Lung Cancer,"Camrelizumab (SHR-1210), Pemetrexed, and Carboplatin",모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Anti-PD-1 Antibody Therapies of Camrelizumab in Combination With Pemetrexed and Carboplatin as First-line Treatment in Patients With Advanced or Metastatic Non-Squamous Non-Small Cell Lung Cancer
NCT04732416,ClinicalTrials.gov,신약(후보물질),기타,,합성/저분자,합성/저분자,임상2상,Hanmi Pharmaceutical Company Limited,Congenital Hyperinsulinism,HM15136,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),HM15136 (Efpegerglucagon) Treatment for 8 Weeks in Subjects Aged ≥2 Years With Congenital Hyperinsulinism (CHI)
NCT07306624,ClinicalTrials.gov,세포치료제,종양,,합성/저분자,합성/저분자,임상2상,"STCube, Inc.",Non Small Cell Lung Cancer,Nelmastobart and Docetaxel,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Nelmastobart in Combination With Docetaxel in Non Small Cell Lung Cancer
NCT07370818,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,Onconic Therapeutics Inc.,Ovarian Cancer,JPI-547; Bevacizumab,개시예정,,,,15.2,BIO 2016 (임상2상→승인 15.2%),To Evaluate the Efficacy and Safety of JPI-547 in Combination With Bevacizumab as Maintenance Therapy in Relapsed Ovarian Cancer
NCT06284876,ClinicalTrials.gov,신약(후보물질),기타,,합성/저분자,합성/저분자,임상3상,"Il-Yang Pharm. Co., Ltd.",Peptic Ulcer,Ilaprazole; Lansoprazole; Ilaprazole Placebo; Lansoprazole Placebo,모집중,2024-07-23,2026-08-30,416,49.6,BIO 2016 (임상3상→승인 49.6%),Study to Evaluate the Efficacy and Safety of Ilaprazole 10 mg in Prevention NSAIDs Associated Peptic Ulcer
NCT06975410,ClinicalTrials.gov,신약(후보물질),종양,,합성/저분자,합성/저분자,임상2상,Yuhan Corporation,EGFR Overexpression; Locally Advanced Solid Tumor; Metastatic Solid Tumor,YH32364,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),Clinical Trial of YH32364 in Patients With Locally Advanced or Metastatic EGFR Overexpressing Solid Tumors
NCT04505436,ClinicalTrials.gov,신약(후보물질),대사,,합성/저분자,합성/저분자,임상2상,Hanmi Pharmaceutical Company Limited,NASH - Nonalcoholic Steatohepatitis,HM15211; Placebo of HM15211,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),"Study to Evaluate Efficacy, Safety and Tolerability of HM15211(Efocipegtrutide) in Subjects"
NCT05920135,ClinicalTrials.gov,세포치료제,종양,,합성/저분자,합성/저분자,임상2상,"Bridge Biotherapeutics, Inc.",EGFR Mutant Advanced Non-Small Cell Lung Cancer,BBT-207,진행중(모집완료),,,,15.2,BIO 2016 (임상2상→승인 15.2%),First-in-Human Study of BBT-207 in Advanced Non-Small Cell Lung Cancer Harboring EGFR Mutation After Treatment With EGFR TKI
NCT07158918,ClinicalTrials.gov,개량신약·복합제,종양,,바이오/첨단,바이오/첨단,임상2상,"ABL Bio, Inc.",Solid Tumors,ABL103; KEYTRUDA® (pembrolizumab); Taxane,모집중,,,,15.2,BIO 2016 (임상2상→승인 15.2%),"ABL103 in Combination With Pembrolizumab, With or Without Taxane in Advanced or Metastatic Solid Tumors"
NCT07335211,ClinicalTrials.gov,신약(후보물질),안과,,합성/저분자,합성/저분자,임상3상,"Huons Co., Ltd.",Primary Open Angle Glaucoma (POAG); Ocular Hypertension,HUC3-637; HUC3-637-R,모집중,2026-01,2027-11,206,49.6,BIO 2016 (임상3상→승인 49.6%),Efficacy and Safety of HUC3-637 in Patients With Primary Open Angle Glaucoma or Ocular Hypertension
NCT07093476,ClinicalTrials.gov,신약(후보물질),대사,,합성/저분자,합성/저분자,임상3상,Celltrion,T2DM; Diabete Type 2; DM,Metformin; Alogliptin; empagliflozin,모집중,2025-07-18,2026-12,171,49.6,BIO 2016 (임상3상→승인 49.6%),Efficacy and Safety of Add-On Therapy With Empagliflozin in Patients With Type 2 Diabetes on a Background of Alogliptin and Metformin
